player_name,position,tier_source,tier,source_tier_label,scoring_format,source_date,source_url,confidence,notes
Garrett Wilson,WR,David Hartman / Big Blue View,3,TIER III - Borderline WR1s/2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Zay Flowers,WR,David Hartman / Big Blue View,3,TIER III - Borderline WR1s/2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Emeka Egbuka,WR,David Hartman / Big Blue View,3,TIER III - Borderline WR1s/2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Terry McLaurin,WR,David Hartman / Big Blue View,3,TIER III - Borderline WR1s/2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Tetairoa McMillan,WR,David Hartman / Big Blue View,3,TIER III - Borderline WR1s/2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Luther Burden III,WR,David Hartman / Big Blue View,3,TIER III - Borderline WR1s/2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Christian Watson,WR,David Hartman / Big Blue View,3,TIER III - Borderline WR1s/2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Davante Adams,WR,David Hartman / Big Blue View,3,TIER III - Borderline WR1s/2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Mike Evans,WR,David Hartman / Big Blue View,3,TIER III - Borderline WR1s/2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
DJ Moore,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jameson Williams,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Rome Odunze,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Brian Thomas Jr.,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Marvin Harrison Jr.,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Parker Washington,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Chris Godwin Jr.,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Courtland Sutton,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Quentin Johnston,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Michael Pittman Jr.,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Michael Wilson,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
DK Metcalf,WR,David Hartman / Big Blue View,4,TIER IV - WR2s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jayden Reed,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Khalil Shakir,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Carnell Tate,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Alec Pierce,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jordan Addison,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Josh Downs,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Wan'Dale Robinson,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
De'Zhaun Stribling,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Makai Lemon,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Stefon Diggs,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Xavier Worthy,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Romeo Doubs,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Matthew Golden,WR,David Hartman / Big Blue View,5,TIER V - WR3/Flex plays,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
KC Concepcion,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jakobi Meyers,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jalen Coker,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Rashid Shaheed,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Tre Tucker,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Adonai Mitchell,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Deebo Samuel Sr.,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jordyn Tyson,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Kayshon Boutte,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Denzel Boston,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jalen McMillan,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Ryan Flournoy,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Tre' Harris,WR,David Hartman / Big Blue View,6,TIER VI - More WR3s/4s,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Pat Bryant,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Keenan Allen,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Malik Washington,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Dontayvion Wicks,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jerry Jeudy,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jalen Nailor,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jauan Jennings,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Omar Cooper Jr.,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Calvin Ridley,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Rashod Bateman,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Zachariah Branch,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Darnell Mooney,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Jaylin Noel,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Travis Hunter,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Ja'Kobi Lane,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Devaughn Vele,WR,David Hartman / Big Blue View,7,TIER VII - WR Depth,Half-PPR,2026-09-03,https://www.bigblueview.com/new-york-giants-roster/169809/fantasy-football-2026-final-wr-rankings-and-tiers,verified_article_table,
Brock Bowers,TE,David Hartman / Big Blue View,1,Tier I - The Elite,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Trey McBride,TE,David Hartman / Big Blue View,1,Tier I - The Elite,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Colston Loveland,TE,David Hartman / Big Blue View,2,Tier II - The Second-Year Studs,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Tyler Warren,TE,David Hartman / Big Blue View,2,Tier II - The Second-Year Studs,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Tucker Kraft,TE,David Hartman / Big Blue View,3,Tier III - TE1s,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
George Kittle,TE,David Hartman / Big Blue View,3,Tier III - TE1s,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Sam LaPorta,TE,David Hartman / Big Blue View,3,Tier III - TE1s,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Harold Fannin Jr.,TE,David Hartman / Big Blue View,3,Tier III - TE1s,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Kyle Pitts Sr.,TE,David Hartman / Big Blue View,3,Tier III - TE1s,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Travis Kelce,TE,David Hartman / Big Blue View,3,Tier III - TE1s,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Dalton Kincaid,TE,David Hartman / Big Blue View,4,Tier IV - The Upside Guys,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Jake Ferguson,TE,David Hartman / Big Blue View,4,Tier IV - The Upside Guys,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Juwan Johnson,TE,David Hartman / Big Blue View,4,Tier IV - The Upside Guys,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Mark Andrews,TE,David Hartman / Big Blue View,4,Tier IV - The Upside Guys,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Isaiah Likely,TE,David Hartman / Big Blue View,4,Tier IV - The Upside Guys,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Dallas Goedert,TE,David Hartman / Big Blue View,4,Tier IV - The Upside Guys,Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,
Brenton Strange,TE,David Hartman / Big Blue View,5,"Tier IV - Sleepers, Part I",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=5 by sequential group order; the source repeats the heading 'Tier IV' for this group.
AJ Barner,TE,David Hartman / Big Blue View,5,"Tier IV - Sleepers, Part I",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=5 by sequential group order; the source repeats the heading 'Tier IV' for this group.
Dalton Schultz,TE,David Hartman / Big Blue View,5,"Tier IV - Sleepers, Part I",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=5 by sequential group order; the source repeats the heading 'Tier IV' for this group.
Terrance Ferguson,TE,David Hartman / Big Blue View,5,"Tier IV - Sleepers, Part I",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=5 by sequential group order; the source repeats the heading 'Tier IV' for this group.
Hunter Henry,TE,David Hartman / Big Blue View,5,"Tier IV - Sleepers, Part I",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=5 by sequential group order; the source repeats the heading 'Tier IV' for this group.
Chig Okonkwo,TE,David Hartman / Big Blue View,5,"Tier IV - Sleepers, Part I",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=5 by sequential group order; the source repeats the heading 'Tier IV' for this group.
T.J. Hockenson,TE,David Hartman / Big Blue View,5,"Tier IV - Sleepers, Part I",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=5 by sequential group order; the source repeats the heading 'Tier IV' for this group.
Oronde Gadsden II,TE,David Hartman / Big Blue View,5,"Tier IV - Sleepers, Part I",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=5 by sequential group order; the source repeats the heading 'Tier IV' for this group.
Kenyon Sadiq,TE,David Hartman / Big Blue View,5,"Tier IV - Sleepers, Part I",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=5 by sequential group order; the source repeats the heading 'Tier IV' for this group.
Gunnar Helm,TE,David Hartman / Big Blue View,5,"Tier IV - Sleepers, Part I",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=5 by sequential group order; the source repeats the heading 'Tier IV' for this group.
Pat Freiermuth,TE,David Hartman / Big Blue View,6,"TIER V - Sleepers, Part II",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=6 by sequential group order; the source labels this group 'Tier V' after repeating 'Tier IV' for the prior group. The source lists Pat Freiermuth twice in this final TE ranking; this curated file keeps one row to preserve a unique player/source/tier record.
Greg Dulcich,TE,David Hartman / Big Blue View,6,"TIER V - Sleepers, Part II",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=6 by sequential group order; the source labels this group 'Tier V' after repeating 'Tier IV' for the prior group.
Cade Otton,TE,David Hartman / Big Blue View,6,"TIER V - Sleepers, Part II",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=6 by sequential group order; the source labels this group 'Tier V' after repeating 'Tier IV' for the prior group.
David Njoku,TE,David Hartman / Big Blue View,6,"TIER V - Sleepers, Part II",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=6 by sequential group order; the source labels this group 'Tier V' after repeating 'Tier IV' for the prior group.
Evan Engram,TE,David Hartman / Big Blue View,6,"TIER V - Sleepers, Part II",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=6 by sequential group order; the source labels this group 'Tier V' after repeating 'Tier IV' for the prior group.
Eli Stowers,TE,David Hartman / Big Blue View,6,"TIER V - Sleepers, Part II",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=6 by sequential group order; the source labels this group 'Tier V' after repeating 'Tier IV' for the prior group.
Mike Gesicki,TE,David Hartman / Big Blue View,6,"TIER V - Sleepers, Part II",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=6 by sequential group order; the source labels this group 'Tier V' after repeating 'Tier IV' for the prior group.
Theo Johnson,TE,David Hartman / Big Blue View,6,"TIER V - Sleepers, Part II",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=6 by sequential group order; the source labels this group 'Tier V' after repeating 'Tier IV' for the prior group.
Jake Tonges,TE,David Hartman / Big Blue View,6,"TIER V - Sleepers, Part II",Half-PPR,2026-09-01,https://www.bigblueview.com/new-york-giants-roster/169430/fantasy-football-26-final-tight-end-rankings-and-tiers,verified_article_table,Normalized numeric tier=6 by sequential group order; the source labels this group 'Tier V' after repeating 'Tier IV' for the prior group.
Jahmyr Gibbs,RB,The Ringer Fantasy Football Show,1,Tier 1,Not specified in the public episode summary,2026-07-28,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/27/rb-rankings-sleepers-and-tiers-plus-the-hot-qb-rankings-nos-5-8,verified_public_episode_summary,
Bijan Robinson,RB,The Ringer Fantasy Football Show,1,Tier 1,Not specified in the public episode summary,2026-07-28,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/27/rb-rankings-sleepers-and-tiers-plus-the-hot-qb-rankings-nos-5-8,verified_public_episode_summary,
Christian McCaffrey,RB,The Ringer Fantasy Football Show,2,Tier 2,Not specified in the public episode summary,2026-07-28,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/27/rb-rankings-sleepers-and-tiers-plus-the-hot-qb-rankings-nos-5-8,verified_public_episode_summary,
Jonathan Taylor,RB,The Ringer Fantasy Football Show,2,Tier 2,Not specified in the public episode summary,2026-07-28,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/27/rb-rankings-sleepers-and-tiers-plus-the-hot-qb-rankings-nos-5-8,verified_public_episode_summary,
James Cook III,RB,The Ringer Fantasy Football Show,2,Tier 2,Not specified in the public episode summary,2026-07-28,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/27/rb-rankings-sleepers-and-tiers-plus-the-hot-qb-rankings-nos-5-8,verified_public_episode_summary,
Ashton Jeanty,RB,The Ringer Fantasy Football Show,3,Tier 3,Not specified in the public episode summary,2026-07-28,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/27/rb-rankings-sleepers-and-tiers-plus-the-hot-qb-rankings-nos-5-8,verified_public_episode_summary,
Saquon Barkley,RB,The Ringer Fantasy Football Show,3,Tier 3,Not specified in the public episode summary,2026-07-28,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/27/rb-rankings-sleepers-and-tiers-plus-the-hot-qb-rankings-nos-5-8,verified_public_episode_summary,
Derrick Henry,RB,The Ringer Fantasy Football Show,3,Tier 3,Not specified in the public episode summary,2026-07-28,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/27/rb-rankings-sleepers-and-tiers-plus-the-hot-qb-rankings-nos-5-8,verified_public_episode_summary,
Josh Allen,QB,The Ringer Fantasy Football Show,1,Tier 1,Not specified in the public episode summary,2026-07-15,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/15/qb-rankings-sleepers-and-tiers-plus-summer-movie-club-transformers,verified_public_episode_summary,
Drake Maye,QB,The Ringer Fantasy Football Show,2,Tier 2,Not specified in the public episode summary,2026-07-15,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/15/qb-rankings-sleepers-and-tiers-plus-summer-movie-club-transformers,verified_public_episode_summary,
Lamar Jackson,QB,The Ringer Fantasy Football Show,2,Tier 2,Not specified in the public episode summary,2026-07-15,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/15/qb-rankings-sleepers-and-tiers-plus-summer-movie-club-transformers,verified_public_episode_summary,
Joe Burrow,QB,The Ringer Fantasy Football Show,3,Tier 3,Not specified in the public episode summary,2026-07-15,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/15/qb-rankings-sleepers-and-tiers-plus-summer-movie-club-transformers,verified_public_episode_summary,
Jayden Daniels,QB,The Ringer Fantasy Football Show,3,Tier 3,Not specified in the public episode summary,2026-07-15,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/15/qb-rankings-sleepers-and-tiers-plus-summer-movie-club-transformers,verified_public_episode_summary,
Malik Willis,QB,The Ringer Fantasy Football Show,4,Tier 4,Not specified in the public episode summary,2026-07-15,https://www.theringer.com/podcasts/the-ringer-fantasy-football-show/2026/07/15/qb-rankings-sleepers-and-tiers-plus-summer-movie-club-transformers,verified_public_episode_summary,
